Game,System,Publisher,Developer,Category,Year
Pirate Adventure,Apple II,Adventure International,Adventure International,Puzzle,1982.0
Pirate Adventure,Atari 8-bit,Adventure International,Adventure International,Puzzle,1981.0
Pirate Adventure,Atari 8-bit,Adventure International,Adventure International,Puzzle,1982.0
Pirates of the Caribbean: Dead Man's Chest,Sony PSP,Buena Vista Interactive,Amaze Entertainment,Puzzle,2006.0
Planet Ring,Sega Dreamcast,Sega,Sega,Puzzle,2000.0
Plotting,Nintendo NES,Taito Corporation,Taito Corporation,Puzzle,1989.0
Plotting,Amstrad CPC,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Plotting,Nintendo Game Boy,Taito Corporation,Taito Corporation,Puzzle,1990.0
Plotting,Atari ST,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Plotting,Commodore 64,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Plotting,Commodore Amiga,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Plotting,Sinclair ZX Spectrum,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Plotting,Arcade,Taito,Taito,Puzzle,1989.0
Pnickies,Arcade,Capcom,Capcom,Puzzle,1994.0
Pochi and Nyaa,Arcade,Aiky,Aiky,Puzzle,2003.0
Poitto!,Arcade,Metro,Metro,Puzzle,1993.0
Pokemon Pinball,Nintendo Game Boy Color,Nintendo,Jupiter,Puzzle,1999.0
Pokemon Puzzle Challenge,Nintendo Game Boy Color,Nintendo,Nintendo,Puzzle,2000.0
Pokemon Puzzle League,Nintendo N64,Nintendo,Intelligent Systems,Puzzle,2000.0
Poker Mania,Atari Lynx,MW Software,MW Software,Puzzle,2003.0
Poker Smash,Microsoft Xbox Live Arcade,Microsoft,Void Star Creations,Puzzle,2010.0
Pong: The Next Level,Sony Playstation,Atari,Supersonic Software,Puzzle,1999.0
Pong: The Next Level,Nintendo Game Boy Color,Atari,Morning Star Multimedia,Puzzle,1999.0
Pop'n Pop,Arcade,Taito,Taito,Puzzle,1997.0
Porky's,Atari 2600,Fox Interactive,Lazer Microsystems Inc.,Puzzle,1983.0
Porky's,Atari 8-bit,Romox,Lazer Microsystems,Puzzle,1983.0
Portal Runner,Sony Playstation 2,3DO,3DO,Puzzle,2001.0
Portal Runner,Nintendo Game Boy Color,3DO,Handheld Games,Puzzle,2001.0
Postman Pat 2,Amstrad CPC,Alternative Software,Enigma Variations,Puzzle,1989.0
Postman Pat 2,Commodore 64,Alternative Software,Enigma Variations,Puzzle,1989.0
Postman Pat 2,Sinclair ZX Spectrum,Alternative Software,Enigma Variations,Puzzle,1989.0
Poto Poto,Arcade,Sega,Sega,Puzzle,1994.0
Powerplay-Xtra,Sinclair ZX Spectrum,Newsfield,Various,Puzzle,1991.0
PQ: Practical Intelligence Quotient,Sony PSP,D3Publisher,Now Production,Puzzle,
Prince of Persia,Sega Nomad,Tengen Ltd.,Brøderbund Software,Puzzle,1993.0
Prince of Persia,Amstrad CPC,Brøderbund Software,Brøderbund Software,Puzzle,1990.0
Prince of Persia,Nintendo Game Boy Color,Red Orb Entertainment,Red Orb Entertainment,Puzzle,1999.0
Prince of Persia,Sega Master System,Domark Software,Brøderbund Software,Puzzle,1992.0
Prince of Persia,Sega Genesis,Tengen Ltd.,Brøderbund Software,Puzzle,1993.0
Prince of Persia,Sega CD,Brøderbund Software,Brøderbund Software,Puzzle,1992.0
Prince of Persia,Nintendo SNES,Konami,Brøderbund Software,Puzzle,1992.0
Prince of Persia,NEC TurboGrafx CD,Riverhill Software,Brøderbund Software,Puzzle,1991.0
Prince of Persia,NEC PC Engine CD,Riverhill Software,Brøderbund Software,Puzzle,1991.0
Prince of Persia,Sinclair ZX Spectrum,Magic Soft,Brøderbund Software,Puzzle,1995.0
Prince of Persia,Commodore Amiga,Brøderbund Software,Brøderbund Software,Puzzle,1990.0
Prince of Persia,Apple II,Brøderbund Software,Brøderbund Software,Puzzle,1989.0
Prince of Persia,Atari ST,Brøderbund Software,Brøderbund Software,Puzzle,1990.0
Prince of Persia 2: The Shadow & The Flame,Nintendo SNES,Psygnosis Limited,Brøderbund Software,Puzzle,1995.0
Princess Tomato in the Salad Kingdom,Nintendo NES,Hudson Soft,Hudson Soft,Puzzle,1988.0
Prisoner,Apple II,EduWare Services,EduWare Services,Puzzle,1980.0
Prisoner 2,Apple II,EduWare Services,EduWare Services,Puzzle,1982.0
Prisoner 2,Atari 8-bit,EduWare Services,EduWare Services,Puzzle,1982.0
Project Overkill,Sony Playstation,Konami,Konami,Puzzle,1996.0
Prophecy,Atari ST,Coktel Vision,Coktel Vision,Puzzle,1992.0
Prophecy,Commodore Amiga,Coktel Vision,Coktel Vision,Puzzle,1992.0
Prospector in the Mazes of Xor,Commodore Amiga,Logotron Entertainment,Astral Software,Puzzle,1989.0
Proud Family,Nintendo Game Boy Advance,Buena Vista Interactive,Gorilla Systems,Puzzle,2005.0
Psycho,Commodore Amiga,Box Office Software,Starsoft Development Lab...,Puzzle,1989.0
Psycho,Atari ST,Box Office Software,Starsoft Development Lab...,Puzzle,1989.0
Psycho,Commodore 64,Box Office Software,Starsoft Development Lab...,Puzzle,1988.0
Puggsy,Sega Genesis,Psygnosis Limited,Traveller's Tales,Puzzle,1993.0
Puggsy,Sega CD,Psygnosis Limited,Traveller's Tales,Puzzle,1993.0
Puggsy,Commodore Amiga,Psygnosis Limited,Traveller's Tales,Puzzle,1994.0
Puggsy,Sega Nomad,Psygnosis Limited,Traveller's Tales,Puzzle,1993.0
Pumuckls Abenteuer im Geisterschloss,Nintendo Game Boy Color,Acclaim Entertainment,NEON Software,Puzzle,2000.0
Pururun,Arcade,Metro,Metro,Puzzle,1995.0
Push 'n' Shove,Atari ST,Image Works,Digi Tallis,Puzzle,1992.0
Pushman,Arcade,Comad,Comad,Puzzle,1990.0
Pushover,Atari ST,Ocean Software Ltd.,Red Rat Software,Puzzle,1992.0
Pushover,Commodore Amiga,Ocean Software Ltd.,Red Rat Software,Puzzle,1992.0
Push-Over,Nintendo SNES,Ocean Software Ltd.,Red Rat Software,Puzzle,1992.0
Putt-Putt Joins the Parade,Panasonic 3DO,Humongous Entertainment,Humongous Entertainment,Puzzle,1993.0
Putt-Putt's Fun Pack,Panasonic 3DO,Humongous Entertainment,Humongous Entertainment,Puzzle,1994.0
Puyo Pop Fever,Sega Dreamcast,Sega,Sonic Team,Puzzle,2004.0
Puyo Pop Fever,Sony Playstation 2,Sega,Sonic Team,Puzzle,2004.0
Puyo Pop Fever,Nintendo GameCube,Sega,Sonic Team,Puzzle,
Puyo Pop Fever,Microsoft Xbox,Sega,Sonic Team,Puzzle,
Puyo Pop Fever,Sony PSP,Sega,Sonic Team,Puzzle,
Puyo Pop Fever,Nintendo DS,Sega,Sonic Team,Puzzle,2004.0
Puyo Puyo,Nintendo Game Boy,Banpresto,Compile,Puzzle,1994.0
Puyo Puyo,Sega Game Gear,Sega,Compile,Puzzle,1993.0
Puyo Puyo,NEC PC Engine CD,NEC Corporation,Compile,Puzzle,1994.0
Puyo Puyo,NEC TurboGrafx CD,NEC Corporation,Compile,Puzzle,1994.0
Puyo Puyo,Nintendo NES,Tokuma Shoten,Compile,Puzzle,1991.0
Puyo Puyo,Sega Genesis,Sega,Compile,Puzzle,1992.0
Puyo Puyo,MSX 2,Compile,Compile,Puzzle,1991.0
Puyo Puyo,MSX,Compile,Compile,Puzzle,1991.0
Puyo Puyo,Arcade,Sega,Sega,Puzzle,1992.0
Puyo Puyo,Sega Nomad,Sega,Compile,Puzzle,1992.0
Puyo Puyo 2,Sega Nomad,Sega,Compile,Puzzle,1994.0
Puyo Puyo 2,Arcade,Compile,Compile,Puzzle,1994.0
Puyo Puyo 2,Sega Genesis,Sega,Compile,Puzzle,1994.0
Puyo Puyo 2,Sega Saturn,Compile,Compile,Puzzle,1995.0
Puyo Puyo 2,NEC TurboGrafx CD,NEC Corporation,Compile,Puzzle,1996.0
Puyo Puyo 2,NEC PC Engine CD,NEC Corporation,Compile,Puzzle,1996.0
Puyo Puyo 2,Sega Game Gear,Compile,Compile,Puzzle,1994.0
Puyo Puyo 2,SNK Neo-Geo Pocket Color,SNK Corporation,Compile,Puzzle,1999.0
Puyo Puyo 2,Nintendo Game Boy,Compile,Compile,Puzzle,1996.0
Puyo Puyo 2,Bandai WonderSwan,Sega,Compile,Puzzle,1999.0
Puyo Puyo 2,Sony Playstation,Compile,Compile,Puzzle,1996.0
Puyo Puyo 4: Puyo Puyo Party,Nintendo N64,Compile,Compile,Puzzle,1999.0
Puyo Puyo Box,Sony Playstation,Compile,Compile,Puzzle,2000.0
Puyo Puyo Fever,Arcade,Sega,Sega,Puzzle,2003.0
Puyo Puyo Fever 2,Nintendo DS,Sega,Sonic Team,Puzzle,2005.0
Puyo Puyo Fever 2,Sony PSP,Sega,Sonic Team,Puzzle,2005.0
Puyo Puyo Fever 2,Sony Playstation 2,Sega,Sonic Team,Puzzle,2005.0
Puyo Puyo Sun,Sega Saturn,Compile,Compile,Puzzle,1997.0
Puyo Puyo Sun,Nintendo N64,Compile,Compile,Puzzle,1997.0
Puyo Puyo Sun,Nintendo Game Boy Color,Compile,Compile,Puzzle,1998.0
Puyo Puyo Sun,Sony Playstation,Compile,Compile,Puzzle,1997.0
Puyo Puyo Sun,Arcade,Compile,Compile,Puzzle,1996.0
Puyo Puyo Sun,Sega ST-V,Compile,Compile,Puzzle,1996.0
Puyo Puyo~n,Sony Playstation,Compile,Compile,Puzzle,1999.0
Puyo Puyo~n,Sega Dreamcast,Sega,Compile,Puzzle,1999.0
Puzz Loop,Arcade,Mitchell,Mitchell Corporation,Puzzle,1998.0
Puzz Loop 2,Arcade,Mitchell,Mitchell Corporation,Puzzle,2001.0
Puzzle,Nintendo NES,American Video Entertain...,American Video Entertain...,Puzzle,1990.0
Puzzle Bobble,Arcade,Taito,Taito,Puzzle,1994.0
Puzzle Bobble / Bust-A-Move,Arcade,Taito,Taito,Puzzle,1994.0
Puzzle Bobble 2,Arcade,Taito,Taito,Puzzle,1995.0
Puzzle Bobble 2 / Bust-A-Move Again,Arcade,Taito,Taito,Puzzle,1999.0
Puzzle Bobble 2X,Arcade,Taito,Taito,Puzzle,1995.0
Puzzle Bobble 2X,Sega Saturn,Taito Corporation,Taito Corporation,Puzzle,1996.0
Puzzle Bobble 3,Sega Saturn,Taito Corporation,Taito Corporation,Puzzle,1997.0
Puzzle Bobble 3,Arcade,Taito,Taito,Puzzle,1996.0
Puzzle Bobble 4,Arcade,Taito,Taito,Puzzle,1997.0
Puzzle Bobble 64,Nintendo N64,Taito Corporation,Taito Corporation,Puzzle,1999.0
PUZZLE BOBBLE Live!,Microsoft Xbox Live Arcade,Taito,Taito,Puzzle,2009.0
Puzzle Break,Arcade,SemiCom,SemiCom,Puzzle,1997.0
Puzzle Chronicles,Microsoft Xbox Live Arcade,Konami,Infinite,Puzzle,2010.0
Puzzle Club,Arcade,Namco,Namco,Puzzle,1990.0
Puzzle De Bowling,Arcade,Nihon System,Nihon System,Puzzle,1999.0
Puzzle De Pon!,Arcade,Taito,Taito,Puzzle,1995.0
Puzzle De Pon! R!,Arcade,Taito,Taito,Puzzle,1997.0
Puzzle Fighter HD,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Backbone Entertainment,Puzzle,2007.0
Puzzle Quest,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Infinite,Puzzle,2007.0
Puzzle Quest Galactrix,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Infinite,Puzzle,2009.0
Puzzle Star,Arcade,IGS Corp.,IGS Corp.,Puzzle,1999.0
Puzzle Star Sweep,Nintendo Game Boy,Axela,Axela,Puzzle,1998.0
Puzzle Uo Poko,Arcade,Cave,Cave Barn Studios,Puzzle,1998.0
Puzzle Uo Poko,Arcade,Cave,Cave,Puzzle,1998.0
Puzzled,Nintendo Game Boy Color,Conspiracy Entertainment,Elo Interactive Media,Puzzle,2000.0
Puzzled,SNK Neo-Geo MVS,SNK Corporation,SNK Corporation,Puzzle,1990.0
Puzzled,SNK Neo-Geo AES,SNK Corporation,SNK Corporation,Puzzle,1990.0
Puzzled / Joy Joy Kid,Arcade,SNK Corporation,SNK Corporation,Puzzle,1990.0
Puzzlegeddon,Microsoft Xbox Live Arcade,Tecmo,Pieces Interactive,Puzzle,2009.0
Puzzlet,Arcade,Unies Corporation,Unies Corporation,Puzzle,2000.0
Puzzli,Arcade,Metro,Metro,Puzzle,1995.0
Puzzli 2 Super,Arcade,IGS Corp.,IGS Corp.,Puzzle,2001.0
Puzznic,NEC PC Engine,Taito Corporation,Taito Corporation,Puzzle,1990.0
Puzznic,Nintendo NES,Nintendo,Taito Corporation,Puzzle,1990.0
Puzznic,NEC TurboGrafx-16,Taito Corporation,Taito Corporation,Puzzle,1990.0
Puzznic,Nintendo Game Boy,Taito Corporation,Taito Corporation,Puzzle,1990.0
Puzznic,Amstrad CPC,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Puzznic,Sony Playstation,Mud Duck Productions,Taito Corporation,Puzzle,2003.0
Puzznic,MSX,Zemina,Taito Corporation,Puzzle,1990.0
Puzznic,MSX 2,Zemina,Taito Corporation,Puzzle,1990.0
Puzznic,Commodore Amiga,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Puzznic,Sinclair ZX Spectrum,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Puzznic,Atari ST,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Puzznic,Commodore 64,Ocean Software Ltd.,Taito Corporation,Puzzle,1990.0
Pyjamarama,Commodore 64,Mikro-Gen,Mikro-Gen,Puzzle,1984.0
Pyjamarama,Sinclair ZX Spectrum,Mikro-Gen,Mikro-Gen,Puzzle,1984.0
Pyjamarama,Amstrad CPC,Amsoft,Mikro-Gen,Puzzle,1984.0
Pyramid,Watara Supervision,Watara,Watara,Puzzle,1992.0
Pyramid,Nintendo NES,American Video Entertain...,Thin Chen Enterprise,Puzzle,1990.0
Pyramid of Doom,Tandy TRS-80,Adventure International,Adventure International,Puzzle,1979.0
Pyramid of Doom,Texas Instruments TI 99/4A,Texas Instruments,Adventure International,Puzzle,1981.0
Pyramid of Doom,Commodore 64,Adventure International,Adventure International,Puzzle,1983.0
Pyramid of Doom,Atari 8-bit,Adventure International,Adventure International,Puzzle,1981.0
Pyramids of Ra,Nintendo Game Boy,Matchbox International,Matchbox International,Puzzle,1993.0
Q*Bert,Sony Playstation,Atari,Artech Digital Productions,Puzzle,1999.0
Q*bert,Sega Dreamcast,Majesco Sales,Pipe Dream Interactive,Puzzle,2000.0
Q*Bert 3,Nintendo SNES,NTVIC,New Matter,Puzzle,1992.0
Qix,Nintendo NES,Taito Corporation,Taito Corporation,Puzzle,1991.0
Qix,Nintendo Game Boy,Nintendo,Taito Corporation,Puzzle,1990.0
Qix,Atari 8-bit,Atari,Taito Corporation,Puzzle,1982.0
Qix,Apple II,Taito Corporation,Taito Corporation,Puzzle,1989.0
QIX,Commodore 64,Taito Corporation,Taito Corporation,Puzzle,1989.0
Qix,Commodore Amiga,Taito Corporation,Taito Corporation,Puzzle,1989.0
Qix,Commodore 128,Taito Corporation,Taito Corporation,Puzzle,1989.0
Qix,Arcade,Taito,Taito,Puzzle,1981.0
Qix II,Arcade,Taito,Taito,Puzzle,1981.0
Quadralien,Commodore Amiga,Logotron Entertainment,Astral Software,Puzzle,1988.0
Quadralien,Atari ST,Logotron Entertainment,Astral Software,Puzzle,1988.0
Quarth,Arcade,Konami,Konami,Puzzle,1989.0
Quattro Adventure,Nintendo NES,Camerica,Codemasters,Puzzle,1993.0
Quattro Cartoon,Commodore 64,Codemasters,Codemasters,Puzzle,1991.0
Quattro Cartoon,Sinclair ZX Spectrum,Codemasters,Codemasters,Puzzle,1991.0
Quattro Mega Stars,Sinclair ZX Spectrum,Codemasters,Various,Puzzle,1992.0
Quattro Mega Stars,Commodore 64,Codemasters,Various,Puzzle,1992.0
Quest,Atari 8-bit,Penguin Software,Polarware,Puzzle,1983.0
Quest of Ki,Nintendo NES,Namco Limited,Game Studio,Puzzle,1988.0
Quinpl,MSX 2,Bit²,Bit²,Puzzle,1988.0
Quinpl,MSX,Bit²,Bit²,Puzzle,1988.0
Quiz Daisousa Sen: Part 2,SNK Neo-Geo MVS,SNK Corporation,SNK Corporation,Puzzle,1992.0
Quiz Daisousa Sen: Part 2,SNK Neo-Geo AES,SNK Corporation,SNK Corporation,Puzzle,1992.0
Quiz Daisousa Sen: The last Count Down,SNK Neo-Geo AES,SNK Corporation,SNK Corporation,Puzzle,1991.0
Quiz Daisousa Sen: The last Count Down,SNK Neo-Geo MVS,SNK Corporation,SNK Corporation,Puzzle,1991.0
Qwak,Commodore Amiga,Team17 Software,Team17 Software,Puzzle,1993.0
Qwak,Arcade,Atari,Atari,Puzzle,1982.0
Rad Warrior,MSX,Erbe Software,Palace Software,Puzzle,1986.0
Rad Warrior,MSX 2,Erbe Software,Palace Software,Puzzle,1986.0
Rad Warrior,Sinclair ZX Spectrum,Palace Software,Palace Software,Puzzle,1986.0
Rad Warrior,Amstrad CPC,Palace Software,Palace Software,Puzzle,1986.0
Raiders of the Lost Ark,Atari 2600,Atari,Atari,Puzzle,1982.0
Raku Jongg,Bandai WonderSwan Color,Bandai,Enterbrain,Puzzle,2001.0
Rampage Puzzle Attack,Nintendo Game Boy Advance,Midway Games,Ninai Games,Puzzle,2001.0
Rapscallion,Sinclair ZX Spectrum,Bug-Byte Software,Bug-Byte Software,Puzzle,1984.0
Rat Attack,Sony Playstation,Mindscape,Pure Entertainment Games,Puzzle,1999.0
Rat Attack,Nintendo N64,Mindscape,Pure Entertainment Games,Puzzle,2000.0
Rayman 10th Anniversary,Nintendo GameCube,Ubisoft,Ubisoft,Puzzle,2005.0
Rayman 3: Hoodlum Havoc,Nintendo GameCube,Ubisoft,Ubisoft,Puzzle,
Rayman 3: Hoodlum Havoc,Microsoft Xbox,Ubisoft,Ubisoft,Puzzle,
Rayman 3: Hoodlum Havoc,Sony Playstation 2,Ubisoft,Ubisoft,Puzzle,2003.0
Rayman 3: Hoodlum Havoc,Nintendo Game Boy Advance,Ubisoft,Ubisoft,Puzzle,2003.0
Rayman: Hoodlum's Revenge,Nintendo Game Boy Advance,Ubisoft,Backbone Entertainment,Puzzle,2005.0
Relentless: Twinsen's Adventure,Sony Playstation,Electronic Arts,Adeline Software Interna...,Puzzle,1997.0
Rendezvous with Rama,MSX 2,Idealogic,Telarium,Puzzle,1986.0
Rendezvous with Rama,MSX,Idealogic,Telarium,Puzzle,1986.0
Rendezvous with Rama,Apple II,Trillium Corp.,Byron Preiss Video Produ...,Puzzle,1984.0
Rendezvous with Rama,Commodore 64,Trillium Corp.,Byron Preiss Video Produ...,Puzzle,1984.0
Rescue Raiders,Apple II,Sir-tech Software,Sir-tech Software,Puzzle,1984.0
Return to Atlantis,Commodore Amiga,Electronic Arts,ISD,Puzzle,1988.0
Return to Pirate's Island,Texas Instruments TI 99/4A,Texas Instruments,Adventure International,Puzzle,1983.0
Revelation,Commodore Amiga,Krisalis Software,Teque Software Development,Puzzle,1991.0
Revelation,Atari ST,Krisalis Software,Teque Software Development,Puzzle,1991.0
Revenge of the Beefsteak Tomatoes,Atari 2600,Fox Interactive,Fox Interactive,Puzzle,1983.0
Rigel's Revenge,Amstrad CPC,Mastertronic,Smart Egg Software,Puzzle,1987.0
Rigel's Revenge,Commodore 64,Mastertronic,Smart Egg Software,Puzzle,1987.0
Rigel's Revenge,Sinclair ZX Spectrum,Mastertronic,Smart Egg Software,Puzzle,1987.0
Ripper!,Commodore 64,Avalon Hill,Avalon Hill,Puzzle,1984.0
Risky Challenge,Arcade,Irem,Irem,Puzzle,1993.0
Riven: The Sequel to Myst,Sony Playstation,Acclaim Entertainment,Cyan Worlds,Puzzle,1997.0
Riven: The Sequel to Myst,Sega Saturn,Tec Toy Indústria de Bri...,Cyan Worlds,Puzzle,1998.0
RNFF: Running Naked in a Field of Flowers,MSX,Infinite,Infinite,Puzzle,2006.0
RNFF: Running Naked in a Field of Flowers,MSX 2,Infinite,Infinite,Puzzle,2006.0
Road Runner,Atari 5200,Atari,Atari,Puzzle,1982.0
Robin Hood: Legend Quest,Amstrad CPC,Codemasters,Codemasters,Puzzle,1993.0
Robin Hood: Legend Quest,Commodore Amiga,Codemasters,Codemasters,Puzzle,1993.0
Robin Hood: Legend Quest,Sinclair ZX Spectrum,Codemasters,Codemasters,Puzzle,1993.0
Robin Hood: Legend Quest,Commodore 64,Codemasters,Codemasters,Puzzle,1992.0
Robin Hood: Legend Quest,Atari ST,Codemasters,Codemasters,Puzzle,1992.0
Robin of Sherwood: The Touchstones of Rhiannon,Commodore 64,Adventure International,Adventure International,Puzzle,1985.0
Robin of Sherwood: The Touchstones of Rhiannon,Sinclair ZX Spectrum,Adventure International,Adventure International,Puzzle,1985.0
Robin of Sherwood: The Touchstones of Rhiannon,Amstrad CPC,Adventure International,Adventure International,Puzzle,1985.0
Rock 'n Roll,Amstrad CPC,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Rock 'n Roll,Atari ST,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Rock 'n Roll,Commodore 64,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Rock 'n Roll,Sinclair ZX Spectrum,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Rock 'n Roll,Commodore Amiga,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Rock Tris,Arcade,Yun Sung,Yun Sung,Puzzle,
Rockfall,Atari ST,SOS Software,SOS Software,Puzzle,1992.0
Rockfall 2: The Perils of Spud,Atari ST,SOS Software,SOS Software,Puzzle,1992.0
Rockfall 3,Atari ST,SOS Software,SOS Software,Puzzle,1995.0
Rockfall Special Edition,Atari ST,SOS Software,SOS Software,Puzzle,1992.0
Rockford: The Arcade Game,Atari ST,Mastertronic,Arcadia Systems,Puzzle,1988.0
Rockford: The Arcade Game,Atari 8-bit,Mastertronic,Arcadia Systems,Puzzle,1987.0
Rockford: The Arcade Game,Commodore 64,Mastertronic,Arcadia Systems,Puzzle,1988.0
Rockford: The Arcade Game,Commodore Amiga,Mastertronic,Arcadia Systems,Puzzle,1988.0
Rockford: The Arcade Game,Sinclair ZX Spectrum,Mastertronic,Arcadia Systems,Puzzle,1988.0
Rockford: The Arcade Game,Amstrad CPC,Mastertronic,Arcadia Systems,Puzzle,1988.0
Rocks 'n' Diamonds,Commodore Amiga,Artsoft Entertainment,Artsoft Entertainment,Puzzle,2005.0
Rocky Horror Show,Amstrad CPC,CRL Group,CRL Group,Puzzle,1985.0
Roll Away,Sony PSP,Sony Computer Entertainment,Game Design Sweden,Puzzle,
Roll Away,Sony Playstation,Psygnosis Limited,Game Design Sweden,Puzzle,1998.0
Roller Coaster Experience,Atari ST,Software Solutions,Software Solutions,Puzzle,1995.0
Roogoo,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Spidermonk Entertainment,Puzzle,2008.0
Rosco McQueen Firefighter Extreme,Sony Playstation,Psygnosis Limited,Slippery Snake,Puzzle,1998.0
Rox,Sega Saturn,Altron Corporation,Altron Corporation,Puzzle,1998.0
RyuKyu,Arcade,Success - ASCII,Success Corp.,Puzzle,1990.0
Sabre Wulf,Amstrad CPC,Ultimate - Play the Game,Ashby Computers and Grap...,Puzzle,1985.0
Sabre Wulf,Sinclair ZX Spectrum,Ultimate - Play the Game,Ashby Computers and Grap...,Puzzle,1984.0
Sabre Wulf,Commodore 64,Ultimate - Play the Game,Ashby Computers and Grap...,Puzzle,1985.0
Sam Mines,MGT Sam Coupe,Daton,Mnemotech,Puzzle,1995.0
Sam'X,MGT Sam Coupe,Supplement Software,Supplement Software,Puzzle,
Santa Simon,Atari 7800,AtariAge,Matthias Luedtke,Puzzle,2006.0
Sarakon,Atari ST,Starbyte Software,Starbyte Software,Puzzle,1990.0
Sarakon,Commodore 64,Starbyte Software,Starbyte Software,Puzzle,1990.0
Sarakon,Commodore Amiga,Starbyte Software,Starbyte Software,Puzzle,1990.0
Saturn Bomberman,Sega Saturn,Sega,Hudson Soft,Puzzle,1997.0
Savage Island Part 1,Tandy TRS-80,Adventure International,Adventure International,Puzzle,1981.0
Savage Island Part 1,Atari 8-bit,Adventure International,Adventure International,Puzzle,1981.0
Savage Island Part 2,Atari 8-bit,Adventure International,Adventure International,Puzzle,1981.0
Savage Island Part One,Commodore 64,Commodore Electronics Ltd.,Adventure International,Puzzle,1983.0
Savage Island Part One,Sinclair ZX Spectrum,Tynesoft,Adventure International,Puzzle,1987.0
Sceptre of Bagdad,Sinclair ZX Spectrum,Atlantis Software,Productive Playtime,Puzzle,1987.0
Sceptre of Bagdad,Commodore 64,Psytronik Software,Productive Playtime,Puzzle,1993.0
Scott Adams' Graphic Adventure #1: Adventureland,Commodore 64,Adventure International,Adventure International,Puzzle,1985.0
Scott Adams' Graphic Adventure #1: Adventureland,Sinclair ZX Spectrum,Adventure International,Adventure International,Puzzle,1985.0
Scott Adams' Graphic Adventure #10: Savage Island Part One,Sinclair ZX Spectrum,Tynesoft,Adventure International,Puzzle,1984.0
Scott Adams' Graphic Adventure #2: Pirate Adventure,Commodore 64,Adventure International,Adventure International,Puzzle,1982.0
Scott Adams' Graphic Adventure #3: Secret Mission,Commodore 64,Adventure International,Adventure International,Puzzle,1984.0
Scott Adams' Graphic Adventure #4: Voodoo Castle,Commodore 64,Adventure International,Adventure International,Puzzle,1984.0
Scott Adams Scoops,Sinclair ZX Spectrum,U.S. Gold Ltd.,Adventure International,Puzzle,1987.0
Scrolls of Abadon,Atari 8-bit,Access Software,Fanda,Puzzle,1984.0
Search Eye,Arcade,Yun Sung,Yun Sung,Puzzle,1999.0
Search Eye Plus V2.0,Arcade,Yun Sung,Yun Sung,Puzzle,1999.0
Search for the Titanic,Apple II,Capstone,Codesmiths,Puzzle,1991.0
Search for the Titanic,Commodore 64,CRL Group,Codesmiths,Puzzle,1989.0
Secret Mission,Commodore 64,Adventure International,Adventure International,Puzzle,1984.0
Secret Mission,Apple II,Adventure International,Adventure International,Puzzle,1979.0
Secret Mission,Apple II,Adventure International,Adventure International,Puzzle,1982.0
Secret Mission,Atari 8-bit,Adventure International,Adventure International,Puzzle,1981.0
Secret Mission,Atari 8-bit,Adventure International,Adventure International,Puzzle,1982.0
Secret Mission,Sinclair ZX Spectrum,Adventure International,Adventure International,Puzzle,1985.0
Secret Mission,Tandy TRS-80,Tandy,Adventure International,Puzzle,1981.0
Secret Mission,Texas Instruments TI 99/4A,Texas Instruments,Adventure International,Puzzle,1981.0
Secret Mission,Commodore VIC-20,Commodore Electronics Ltd.,Adventure International,Puzzle,1981.0
Secret Mission,Dragon 32-64,Adventure International,Adventure International,Puzzle,1983.0
Secret of Monkey Island,Commodore Amiga,LucasArts / Lucasfilm,LucasArts / LucasFilm,Puzzle,1991.0
Secret of Monkey Island,Atari ST,LucasArts / Lucasfilm,LucasArts / LucasFilm,Puzzle,1991.0
Secret of Monkey Island,Sega CD,JVC Musical Industries,LucasArts / LucasFilm,Puzzle,1992.0
SEGA AGES: Columns Arcade Collection,Sega Saturn,Sega,Sega,Puzzle,1997.0
Sega Swirl,Sega Dreamcast,Sammy Corporation,Tremor Entertainment,Puzzle,2000.0
Sega Tetris,Arcade,Sega,Sega,Puzzle,1999.0
Senkyu,Arcade,Seibu Kaihatsu,Seibu Kaihatsu,Puzzle,1995.0
Senso 7800 DX2,Atari 7800,Public Domain,Karolj Nadj,Puzzle,2001.0
Senso 7800 DX3,Atari 7800,Public Domain,Karolj Nadj,Puzzle,2001.0
Senso 7800 DX4,Atari 7800,Public Domain,Karolj Nadj,Puzzle,2001.0
