Game,System,Publisher,Developer,Category,Year
Nickelodeon: Aaahh!!! Real Monsters,Sega Nomad,Viacom New Media,Realtime Associates,Action,1995.0
Nickelodeon: Aaahh!!! Real Monsters,Sega Genesis,Viacom New Media,Realtime Associates,Action,1995.0
Nickelodeon: Aaahh!!! Real Monsters,Nintendo SNES,Viacom New Media,Realtime Associates,Action,1995.0
Nicky 2,Commodore Amiga,Microïds,Microïds,Action,1993.0
Nicky 2,Atari ST,Microïds,Microïds,Action,1993.0
NIER,Microsoft Xbox 360,Square,cavia,Action,2010.0
Night City,MSX,Yermani Soft,Yermani Soft,Action,2006.0
Night City,MSX 2,Yermani Soft,Yermani Soft,Action,2006.0
Night Creatures,NEC PC Engine,NEC Corporation,Manley & Associates,Action,1992.0
Night Creatures,NEC TurboGrafx-16,NEC Corporation,Manley & Associates,Action,1992.0
Night Flight,Nintendo Game Boy Advance,Wizards of the Coast,Nintendo,Action,2005.0
Night Shade,Sony Playstation 2,Sega,Wow Entertainment,Action,2004.0
Night Shift,Amstrad CPC,U.S. Gold Ltd.,Attention to Detail,Action,1991.0
Night Shift,Commodore Amiga,LucasArts / Lucasfilm,Attention to Detail,Action,1990.0
Night Shift,Atari ST,LucasArts / Lucasfilm,Attention to Detail,Action,1990.0
Night Shift,Commodore 64,LucasArts / Lucasfilm,Attention to Detail,Action,1990.0
Night Shift,Sinclair ZX Spectrum,U.S. Gold Ltd.,Attention to Detail,Action,1991.0
Nightmare,Magnavox Odyssey 2,Philips,Philips,Action,1983.0
Nightmare Creatures,Nintendo N64,Activision,Kalisto Entertainment,Action,1998.0
Nightmare in the Dark,SNK Neo-Geo MVS,Eleven/Gavaking Co. Ltd.,AM Factory,Action,2000.0
Nightmare in the Dark,SNK Neo-Geo AES,Eleven/Gavaking Co. Ltd.,AM Factory,Action,2000.0
NiGHTS into Dreams...,Sega Saturn,Sega,Sonic Team,Action,1996.0
NiGHTS into Dreams...,Sony Playstation 2,Sega,Sonic Team,Action,2008.0
NIN2-JUMP,Microsoft Xbox Live Arcade,Cave,Cave,Action,
Ninety-Nine Nights,Microsoft Xbox 360,Microsoft,Phantagram,Action,2006.0
Ninety-Nine Nights/EU,Microsoft Xbox 360,Konami,feelplus,Action,
Ninety-Nine Nights/JP,Microsoft Xbox 360,Konami,feelplus,Action,
Ninety-Nine Nights/NA,Microsoft Xbox 360,Konami,feelplus,Action,2010.0
Ninja,MSX,Sega,Sega,Action,1986.0
Ninja,MSX 2,Sega,Sega,Action,1986.0
Ninja,Sega Master System,Sega,Sega,Action,1986.0
Ninja Blade,Valve Steam,ND Games,FromSoftware,Action,2009.0
Ninja Combat,SNK Neo-Geo AES,ADK Corporation,ADK Corporation,Action,1990.0
Ninja Combat,SNK Neo-Geo MVS,ADK Corporation,ADK Corporation,Action,1990.0
Ninja Commando,SNK Neo-Geo MVS,SNK Corporation,Alpha Denshi,Action,1992.0
Ninja Commando,SNK Neo-Geo AES,SNK Corporation,Alpha Denshi,Action,1992.0
Ninja Commando,SNK Neo-Geo CD,SNK Corporation,Alpha Denshi,Action,1994.0
NINJA GAIDEN 2,Microsoft Xbox 360,Tecmo,Tecmo,Action,2009.0
NINJA GAIDEN 3,Microsoft Xbox 360,Tecmo,Tecmo,Action,2012.0
Ninja Jajamaru-kin Onigiri Ninpouchou,Sega Saturn,Jaleco Ltd.,Jaleco Ltd.,Action,1997.0
Ninja Kid,Nintendo NES,Bandai,Tose,Action,1986.0
Ninja Scooter Simulator,Amstrad CPC,Silverbird Software,Sysoft,Action,1988.0
Ninja Scooter Simulator,Sinclair ZX Spectrum,Silverbird Software,Sysoft,Action,1988.0
Ninja Scooter Simulator,Commodore 64,Silverbird Software,Sysoft,Action,1988.0
Ninja Spirit,Commodore 64,Activision,Irem,Action,1990.0
Ninja Spirit,Atari ST,Activision,Irem,Action,1988.0
Ninja Spirit,Commodore Amiga,Activision,Irem,Action,1988.0
Ninja Spirit,Sinclair ZX Spectrum,Activision,Irem,Action,1990.0
Ninja Spirit,Amstrad CPC,Activision,Irem,Action,1990.0
Ninja Spirit,NEC PC Engine,Irem,Irem,Action,1990.0
Ninja Spirit,NEC TurboGrafx-16,Irem,Irem,Action,1990.0
NINJA STORM 2,Microsoft Xbox 360,Namco,Cyber Connect 2,Action,2010.0
No Escape!,Atari 2600,Imagic,Imagic,Action,1983.0
Normy's Beach Babe-O-Rama,Sega Genesis,Electronic Arts,Realtime Associates,Action,1994.0
Normy's Beach Babe-O-Rama,Sega Nomad,Electronic Arts,Realtime Associates,Action,1994.0
Nuclear Dawn,Valve Steam,InterWave Games,InterWave Studios,Action,2011.0
Nuts & Milk,MSX,Hudson Soft,Hudson Soft,Action,1984.0
Nuts & Milk,MSX 2,Hudson Soft,Hudson Soft,Action,1984.0
Nuts & Milk,Nintendo NES,Hudson Soft,Hudson Soft,Action,1984.0
NyxQuest: Kindred Spirits,Valve Steam,Over the Top Games,Over the Top Games,Action,2010.0
Obelix,Atari 2600,Atari,Atari,Action,1983.0
Oberon 69,Amstrad CPC,GLL Software,Diabolic Soft,Action,1990.0
Oberon 69,MSX,GLL Software,Diabolic Soft,Action,1990.0
Oberon 69,Sinclair ZX Spectrum,G.LL. Software S.A.,Diabolic Soft,Action,1990.0
Oberon 69,MSX 2,GLL Software,Diabolic Soft,Action,1990.0
Obliterator,MSX 2,Animagic,Psygnosis Limited,Action,1989.0
Obliterator,Commodore Amiga,Psygnosis Limited,Psygnosis Limited,Action,1988.0
Obliterator,Atari ST,Psygnosis Limited,Psygnosis Limited,Action,1988.0
Obliterator,Sinclair ZX Spectrum,Dro Soft,Psygnosis Limited,Action,1989.0
Obliterator,MSX,Animagic,Psygnosis Limited,Action,1989.0
Obliterator,Amstrad CPC,Psygnosis Limited,Psygnosis Limited,Action,1988.0
Oddworld: Munch's Oddysee,Microsoft Xbox,Microsoft Game Studios,Oddworld Inhabitants,Action,
Oddworld: Munch's Oddysee,Valve Steam,Oddworld Inhabitants,Oddworld Inhabitants,Action,2010.0
Oddworld: Stranger's Wrath,Valve Steam,Oddworld Inhabitants,Oddworld Inhabitants,Action,2010.0
ODT,Nintendo N64,Psygnosis Limited,Psygnosis Limited,Action,1998.0
OF: Dragon Rising,Microsoft Xbox 360,Codemasters,Codemasters,Action,2009.0
Off the Wall,Atari 2600,Atari,Atari,Action,1989.0
Official Father Christmas,Amstrad CPC,Alternative Software,Enigma Variations,Action,1989.0
Oh Mummy,Amstrad CPC,Amsoft,Gem Software,Action,1984.0
Oh Mummy,Sinclair ZX Spectrum,Gem Software,Gem Software,Action,1984.0
Oh Mummy,MSX 2,Longman Software,Gem Software,Action,1984.0
Oh Mummy,MSX,Longman Software,Gem Software,Action,1984.0
Oh Shit,MSX,Eaglesoft,Aackosoft International,Action,1984.0
Oh Shit,MSX 2,Eaglesoft,Aackosoft International,Action,1984.0
Oil's Well,MSX 2,Aackosoft International,Sierra On-Line,Action,1985.0
Oil's Well,MSX,Aackosoft International,Sierra On-Line,Action,1985.0
Oil's Well,Commodore 64,Sierra On-Line,Sierra On-Line,Action,1983.0
Oil's Well,Apple II,Sierra On-Line,Sierra On-Line,Action,1983.0
Oil's Well,Atari 8-bit,Sierra On-Line,Sierra On-Line,Action,1983.0
Oil's Well,Coleco Vision,Sierra On-Line,Sierra On-Line,Action,1984.0
Oink!,Atari 2600,Activision,Activision,Action,1983.0
Oliver & Company,Atari ST,Coktel Vision,Coktel Vision,Action,1989.0
Oliver & Company,Commodore Amiga,Coktel Vision,Coktel Vision,Action,1989.0
Olli & Lissa: The Ghost of Shilmore Castle,Commodore 64,Firebird Software,D&K Software Developments,Action,1987.0
Olli & Lissa: The Ghost of Shilmore Castle,Sinclair ZX Spectrum,Firebird Software,D&K Software Developments,Action,1986.0
Olli & Lissa: The Ghost of Shilmore Castle,Amstrad CPC,Firebird Software,D&K Software Developments,Action,1987.0
Ollie's Follies,Atari 8-bit,Access Software,Fanda,Action,1984.0
Ollie's Follies,Commodore 64,Access Software,Fanda,Action,1984.0
Omega Five,Microsoft Xbox 360,Xbox LIVE Arcade,NATSUME,Action,2008.0
Omega Five,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,NATSUME,Action,2008.0
One,Sony Playstation,ASC Games,Visual Concepts Entertai...,Action,1997.0
One Man and His Droid,Commodore 64,Mastertronic,Mastertronic,Action,1985.0
Onechanbara,Microsoft Xbox 360,D3,TAMSOFT,Action,2009.0
Ooops Up,Commodore Amiga,Demonware Softwarehaus,Silicon Warriors,Action,1990.0
Open Season,Microsoft Xbox 360,Ubisoft,Ubisoft,Action,2006.0
Open Season,Nintendo Game Boy Advance,Ubisoft,Ubisoft,Action,2006.0
Open Season,Sony PSP,Ubisoft,Ubisoft,Action,
Operation Flashpoint: Red River,Microsoft Xbox 360,Codemasters,Codemasters,Action,2011.0
Orbital,Nintendo Game Boy Advance,Nintendo,Nintendo,Action,2006.0
Orcs Must Die!,Valve Steam,Robot Entertainment,Robot Entertainment,Action,2011.0
Oriental Hero,Sinclair ZX Spectrum,Firebird Software,Tron Software,Action,1987.0
ORION: Dino Beatdown,Valve Steam,Spiral Game Studios,Spiral Game Studios,Action,2012.0
Ork,Atari ST,Psygnosis Limited,WJS Design,Action,1991.0
Ork,Commodore Amiga,Psygnosis Limited,WJS Design,Action,1991.0
Oscar,Commodore Amiga,Flair Software,Flair Software,Action,1993.0
Oscar,Commodore Amiga CD32,Flair Software,Flair Software,Action,1993.0
Oscar,Nintendo SNES,Titus Software,Flair Software,Action,1996.0
Ostron,Sinclair ZX Spectrum,Softek International,Softek International,Action,1983.0
Ottifants,Sega Game Gear,Sega,Graftgold Ltd.,Action,1993.0
Out of this World,Magnavox Odyssey 2,Philips,Philips,Action,1983.0
Out to Lunch,Nintendo SNES,Mindscape,Mindscape,Action,1993.0
Out to Lunch,Commodore Amiga,Mindscape,Mindscape,Action,1994.0
Outdoor Adventures,Microsoft Xbox 360,Activision,Fun Labs,Action,2009.0
Outland,Microsoft Xbox Live Arcade,Ubisoft,Housemarque,Action,2011.0
Outlaw,Atari 2600,Atari,Atari,Action,1977.0
Outlaws,Commodore 64,Ultimate - Play the Game,Ashby Computers and Grap...,Action,1985.0
Over the Hedge,Microsoft Xbox,Activision,Edge of Reality,Action,2006.0
Over the Hedge,Nintendo GameCube,Activision,Edge of Reality,Action,2006.0
Over the Hedge,Sony Playstation 2,Activision,Edge of Reality,Action,2006.0
Overlord,Microsoft Xbox 360,Codemasters,Triumph Studios,Action,2007.0
Overlord II,Microsoft Xbox 360,Codemasters,Triumph Studios,Action,2009.0
P.O.W. - Prisoners of War,Nintendo NES,SNK Corporation,SNK Corporation,Action,1988.0
PacBoy & Mouse,Watara Supervision,Watara,Watara,Action,1992.0
Pacific,Amstrad CPC,ERE Informatique,ERE Informatique,Action,1986.0
Pac-in-Time,Sega Game Gear,Namco Limited,Atreid Concept,Action,1994.0
Pac-in-Time,Nintendo Game Boy,Namco Limited,Kalisto Entertainment,Action,1995.0
Pac-in-Time,Nintendo SNES,Namco Limited,Kalisto Entertainment,Action,1995.0
Pac-Land,Nintendo NES,Namco Limited,Namco Limited,Action,1985.0
Pac-Land,NEC TurboGrafx-16,NEC Corporation,Namco Limited,Action,1990.0
Pac-Land,NEC PC Engine,NEC Corporation,Namco Limited,Action,1990.0
Pac-Land,Amstrad CPC,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Land,Atari Lynx,Atari,Namco Limited,Action,1991.0
Pac-Land,Commodore 64,Quicksilva Ltd.,Namco Limited,Action,1988.0
Pac-Land,Atari ST,Grandslam Entertainment,Namco Limited,Action,1989.0
Pac-Land,Commodore Amiga,Grandslam Entertainment,Namco Limited,Action,1989.0
Pac-Land,MSX,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Land,MSX 2,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Land,Sinclair ZX Spectrum,Grandslam Entertainment,Namco Limited,Action,1989.0
Pac-Man,Sinclair ZX Spectrum,Atari,Namco Limited,Action,1983.0
Pac-Man,Texas Instruments TI 99/4A,Atari,Namco Limited,Action,1983.0
Pac-Man,MSX 2,Bug-Byte Software,Namco Limited,Action,1984.0
Pac-Man,MSX,Bug-Byte Software,Namco Limited,Action,1984.0
Pac-Man,Commodore VIC-20,Atari,Namco Limited,Action,1983.0
Pac-Man,Commodore 64,Atari,Namco Limited,Action,1983.0
Pac-Man,Atari 8-bit,Atari,Namco Limited,Action,1982.0
Pac-Man,Apple II,Atari,Namco Limited,Action,1983.0
Pac-Man,Nintendo Game Boy,Namco Limited,Namco Limited,Action,1991.0
Pac-Man,Atari 2600,Atari,Namco Limited,Action,1981.0
Pac-Man,Nintendo NES,Namco Limited,Namco Limited,Action,1993.0
Pac-Man C.E.,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Namco,Action,2007.0
PAC-MAN Championship Edition DX,Microsoft Xbox Live Arcade,Namco,Namco,Action,2010.0
Pac-Man Vs.,Nintendo GameCube,Namco Limited,Nintendo,Action,2003.0
Pac-Man World 2,Nintendo GameCube,Namco Limited,Namco Limited,Action,
Pac-Man World 2,Microsoft Xbox,Namco Limited,Namco Limited,Action,
Pac-Man World 2,Sony Playstation 2,Namco Limited,Namco Limited,Action,2002.0
Pac-Man World 3,Sony Playstation 2,Namco Limited,Blitz Games Limited,Action,2005.0
Pac-Man World 3,Nintendo DS,Namco Limited,Human Soft,Action,2005.0
Pac-Man World 3,Sony PSP,Namco Limited,Blitz Games Limited,Action,2005.0
Pac-Man World 3,Microsoft Xbox,Namco Limited,Blitz Games Limited,Action,
Pac-Man World 3,Nintendo GameCube,Namco Limited,Blitz Games Limited,Action,
Pac-Mania,Nintendo NES,Tengen Ltd.,Namco Limited,Action,1990.0
Pac-Mania,Sega Genesis,Tengen Ltd.,Namco Limited,Action,1991.0
Pac-Mania,Amstrad CPC,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Mania,Sega Master System,Tengen Ltd.,Namco Limited,Action,1991.0
Pac-Mania,Sinclair ZX Spectrum,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Mania,Sega Nomad,Tengen Ltd.,Namco Limited,Action,1991.0
Pac-Mania,Commodore 64,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Mania,Atari ST,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Mania,Commodore Amiga,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Mania,MSX,Grandslam Entertainment,Namco Limited,Action,1988.0
Pac-Mania,MSX 2,Grandslam Entertainment,Namco Limited,Action,1988.0
Painkiller Redemption,Valve Steam,Nordic Games,Eggtooth Team,Action,2011.0
Painkiller: Resurrection,Valve Steam,Nordic Games,Homegrown Games,Action,2009.0
Paintball 2009,Microsoft Xbox 360,Activision,Fun Labs,Action,2008.0
Painter,Atari Jaguar,Sinister Developments,Sinister Developments,Action,1996.0
Pajama Sam's Sock Works,ScummVM,Humongous Entertainment,Humongous Entertainment,Action,1997.0
Panama Joe,Sinclair ZX Spectrum,Sinclair Research Ltd.,Parker Brothers,Action,1984.0
Pandemonium,Sega Saturn,Crystal Dynamics,Crystal Dynamics,Action,1997.0
Pandemonium!,Sony Playstation,Crystal Dynamics,Crystal Dynamics,Action,1996.0
Pang,Commodore Amiga,Ocean Software Ltd.,Mitchell Corporation,Action,1990.0
Pang,Atari ST,Ocean Software Ltd.,Mitchell Corporation,Action,1990.0
Pang,Commodore 64,Ocean Software Ltd.,Mitchell Corporation,Action,1990.0
Pang,Sinclair ZX Spectrum,Ocean Software Ltd.,Mitchell Corporation,Action,1990.0
Pang,Amstrad CPC,Ocean Software Ltd.,Mitchell Corporation,Action,1991.0
Pang,Nintendo Game Boy,Hudson Soft,Hudson Soft,Action,1993.0
Panic Restaurant,Nintendo NES,Taito Corporation,EIM,Action,1994.0
Panzer Attack,Bally Astrocade,Bally Mfg. Corp,Bally Mfg. Corp,Action,1978.0
Panzer Dragoon Mini,Sega Game Gear,Sega,Sega,Action,1996.0
Panzer Elite Action: Fields of Glory,Microsoft Xbox,JoWooD Productions Software,ZootFly,Action,
Paperboy,Nintendo N64,Midway Games,High Voltage Software,Action,1999.0
PaRappa the Rapper,Sony PSP,Sony Computer Entertainment,NanaOn-Sha,Action,2006.0
Parasol Stars: The Story of Bubble Bobble 3,Nintendo NES,Ocean Software Ltd.,Taito Corporation,Action,1992.0
Parasol Stars: The Story of Bubble Bobble 3,Commodore Amiga,Ocean Software Ltd.,Taito Corporation,Action,1992.0
Parasol Stars: The Story of Bubble Bobble 3,Atari ST,Ocean Software Ltd.,Taito Corporation,Action,1992.0
Parasol Stars: The Story of Bubble Bobble III,NEC TurboGrafx-16,Taito Corporation,Taito Corporation,Action,1991.0
Parasol Stars: The Story of Bubble Bobble III,NEC PC Engine,Taito Corporation,Taito Corporation,Action,1991.0
Parasol Stars: The Story of Bubble Bobble III,Nintendo Game Boy,Ocean Software Ltd.,Taito Corporation,Action,1992.0
Peanut Butter Panic,Atari 8-bit,CBS Electronics,Children's Computer Work...,Action,1984.0
Peanut Butter Panic,Commodore 64,CBS Electronics,Children's Computer Work...,Action,1984.0
Pedro,Commodore 64,Imagine Software,Imagine Software,Action,1984.0
Pedro,Dragon 32-64,Imagine Software,Imagine Software,Action,1984.0
Pedro,Sinclair ZX Spectrum,Imagine Software,Imagine Software,Action,1984.0
Penguin-Kun Wars,MSX 2,ASCII Corporation,ASCII Corporation,Action,1985.0
Penguin-Kun Wars,MSX,ASCII Corporation,ASCII Corporation,Action,1985.0
Pepsiman,Sony Playstation,KID Corp.,KID Corp.,Action,1999.0
Pere Noel,Coleco Vision,Public Domain,Daniel Bienvenu,Action,2001.0
Perfect Dark Zero,Microsoft Xbox 360,Microsoft,Rare,Action,2005.0
Pesco,Atari 2600,Ébivision,Ébivision,Action,1999.0
Phantom 2040,Nintendo SNES,Viacom New Media,Viacom New Media,Action,1995.0
Phantom 2040,Sega Genesis,Viacom New Media,Viacom New Media,Action,1995.0
Phantom 2040,Sega Game Gear,Viacom New Media,Viacom New Media,Action,1995.0
Phantom 2040,Sega Nomad,Viacom New Media,Viacom New Media,Action,1995.0
Pharaoh's Curse,Commodore 64,Synapse Software,Synapse Software,Action,1983.0
Pharaoh's Curse,Atari 8-bit,Synapse Software,Synapse Software,Action,1983.0
Phase Zero,Atari Jaguar,Public Domain,Public Domain,Action,2000.0
Phoenix 3,Panasonic 3DO,Studio 3DO,Gray Matter,Action,1995.0
Pick Axe Pete,Magnavox Odyssey 2,Magnavox,Magnavox,Action,1982.0
Picnic,Atari 2600,U.S. Games,U.S. Games,Action,1982.0
Piece o' Cake,Atari 2600,U.S. Games,U.S. Games,Action,1982.0
Pika Pop,Nintendo Game Boy Advance,Wizards of the Coast,Nintendo,Action,2003.0
Pilot Down: Behind Enemy Lines,Microsoft Xbox,Oxygen Interactive Software,Wide Games,Action,2005.0
Pinball,Interton VC 4000,Interton,Interton,Action,1978.0
Pinball Wizard,Commodore 64,CP Software,Sagittarian Software,Action,1984.0
Pinball Wizard,Sinclair ZX Spectrum,CP Software,Sagittarian Software,Action,1983.0
Pine Applin,MSX,ZAP Corporation,ZAP Corporation,Action,1984.0
Pine Applin,MSX 2,ZAP Corporation,ZAP Corporation,Action,1984.0
Pink Goes to Hollywood,Sega Nomad,TecMagik Entertainment,Headgames,Action,1993.0
Pink Goes to Hollywood,Sega Genesis,TecMagik Entertainment,Headgames,Action,1993.0
Pink Panther: Pinkadelic Pursuit,Nintendo Game Boy Advance,DreamCatcher Interactive,SuperEmpire Interactive,Action,2002.0
Pink Panther: Pinkadelic Pursuit,Sony Playstation,DreamCatcher Interactive,Etranges Libellules,Action,2002.0
Pinky and the Brain: The Master Plan,Nintendo Game Boy Advance,Swing! Entertainment Media,Warthog,Action,2002.0
Pinobee: Wings of Adventure,Nintendo Game Boy Advance,Activision,Artoon,Action,2001.0
Pirates of the Caribbean: Dead Man's Chest,Nintendo Game Boy Advance,Buena Vista Interactive,Amaze Entertainment,Action,2006.0
Pit Pot: The Magical Castle,Sega Master System,Sega,Sega,Action,1985.0
Pitfall,Atari 8-bit,Activision,Activision,Action,1984.0
Pitfall,Mattel Intellivision,Activision,Activision,Action,1982.0
Pitfall,Atari 5200,Activision,Activision,Action,1984.0
Pitfall,Coleco Vision,Activision,Activision,Action,1982.0
Pitfall,MSX 2,Activision,Activision,Action,1983.0
Pitfall,MSX,Activision,Activision,Action,1983.0
Pitfall II,Coleco Vision,Activision,Activision,Action,1984.0
Pitfall II,Atari 5200,Activision,Activision,Action,1984.0
Pitfall!,Atari 2600,Activision,Activision,Action,1982.0
Pitfall!,Commodore 64,Activision,Activision,Action,1984.0
Pitfall: The Lost Expedition,Nintendo Game Boy Advance,Activision,Torus Games,Action,2004.0
Pitfall: The Mayan Adventure,Nintendo Game Boy Advance,Majesco Sales,Activision,Action,2001.0
Pitfall: The Mayan Adventure,Atari Jaguar,Activision,Activision,Action,1995.0
Pitfall: The Mayan Adventure,Sega Genesis,Activision,Activision,Action,1994.0
Pitfall: The Mayan Adventure,Sega CD,Activision,Activision,Action,1994.0
Pitfall: The Mayan Adventure,Sega 32X,Activision,Activision,Action,1995.0
Pitfall: The Mayan Adventure,Nintendo SNES,Activision,Activision,Action,1994.0
Pitfall: The Mayan Adventure,Sega Nomad,Activision,Activision,Action,1994.0
PK: Out of the Shadows,Nintendo GameCube,Ubisoft,Ubisoft,Action,
Plain Sight,Valve Steam,Beatnik Games,Beatnik Games,Action,2010.0
Planetoids,Sinclair ZX Spectrum,Sinclair Research Ltd.,Psion Software,Action,1982.0
Plants vs. Zombies,Microsoft Xbox Live Arcade,PopCap Games,PopCap,Action,2010.0
Plexar,Sinclair ZX Spectrum,Mastertronic,Mastertronic,Action,1987.0
Pocahontas,Sega Genesis,Buena Vista Interactive,Funcom Productions,Action,1996.0
Pocahontas,Nintendo Game Boy,Black Pearl Software,Tiertex Ltd.,Action,1996.0
Pocahontas,Sega Nomad,Buena Vista Interactive,Funcom Productions,Action,1996.0
Pogo,Sinclair ZX Spectrum,Ocean Software Ltd.,R&R Software,Action,1983.0
Polar Panic,Microsoft Xbox Live Arcade,Valcon Games,Eiconic Games Ltd,Action,2009.0
Polar Rescue,GCE Vectrex,GCE,GCE,Action,1983.0
Police Bust,Watara Supervision,Bon Treasure,Bon Treasure,Action,1992.0
Pong,Mattel Intellivision,Public Domain,Joseph Zbiciak,Action,1999.0
Pong,Atari Jaguar,Public Domain,Storm Works Interactive,Action,1999.0
Ponx,Atari Lynx,Songbird Productions,Songbird Productions,Action,1999.0
Poogaboo: La Pulga 2,Amstrad CPC,Opera Soft,Opera Soft,Action,1991.0
Poogaboo: La Pulga 2,MSX 2,Opera Soft,Opera Soft,Action,1991.0
